open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore,rsi_6,rsi_8,rsi_10,rsi_14,rsi_8_ma3,rsi_10_ma3,ema_9,ema_20,ema_50,ema_200,atr_14,candle_body,candle_range,upper_wick,lower_wick,return_1,return_5,volatility_5,distance_to_ema_20,distance_to_ema_50,rsi_position,volume_anomaly
2025-01-01 00:00:00,93548.8,94449.2,93460.2,94363.6,5744.609,1735693199999,539615914.4646,105263,3278.334,308056781.5427,0,50.0,50.0,50.0,50.0,50.0,50.0,94363.6,94363.6,94363.6,94363.6,989.0,814.8000000000029,989.0,85.59999999999127,88.60000000000582,0.0,0.0,0.0,0.0,0.0,0.5,1.0
2025-01-01 01:00:00,94363.6,94363.7,93545.0,93588.0,3991.464,1735696799999,374890760.6815,83154,1523.59,143102585.0957,0,0.0,0.0,0.0,0.0,25.0,25.0,94208.48000000001,94289.73333333334,94333.1843137255,94355.88258706468,966.293333333333,-775.6000000000058,818.6999999999971,0.09999999999126885,43.0,-0.008219270990085237,0.0,0.005811902253499139,-701.7333333333372,-745.1843137255055,0.0,0.8199330469276472
2025-01-01 02:00:00,93587.9,94082.4,93561.8,94064.4,2297.236,1735700399999,215473738.8192,60996,1300.814,122017960.6447,0,10.940657725518832,8.066919534001485,6.388799485033687,4.511705432229633,19.355639844667163,18.796266495011228,94179.66400000002,94268.27301587301,94322.64375240295,94352.98226281528,906.8675555555541,476.5,520.5999999999913,18.0,26.09999999999127,0.0050903962046415785,0.0,0.006715849288102899,-203.87301587301772,-258.24375240295194,0.045117054322296325,0.572719274473879
2025-01-01 03:00:00,94064.4,94070.2,93692.6,93810.0,1928.71,1735703999999,181033356.9306,44672,868.352,81494765.0766,0,10.223878034542977,7.6884060644065215,6.155462908727458,4.397605076147812,5.251775199469336,4.1814207979203815,94105.73120000002,94224.62796674225,94302.54007583813,94347.57945423006,836.2985481481458,-254.39999999999418,377.59999999999127,5.80000000000291,117.39999999999418,-0.0027045300878971723,0.0,0.0055460460095743905,-414.62796674224955,-492.54007583812927,0.04397605076147812,0.5525590532429443
2025-01-01 04:00:00,93810.0,93810.1,93502.0,93545.0,2241.616,1735707599999,209948892.4697,46972,893.305,83664963.8536,0,9.449980957217065,7.28165878929731,5.905814047451628,4.276286716590846,7.678994795901772,6.150025480404257,93993.58496000002,94159.90149371918,94272.8326218837,94339.59358901385,765.8720750617271,-265.0,308.1000000000058,0.10000000000582077,43.0,-0.0028248587570621764,0.0,0.004841739184003673,-614.9014937191823,-727.8326218837028,0.042762867165908464,0.6917015842432886
2025-01-01 05:00:00,93544.9,93914.7,93520.3,93760.0,2482.025,1735711199999,232669185.2913,43059,1501.761,140784316.3484,0,15.665090156665528,11.617174400767595,9.2246580599369,6.529296536015124,8.862413084823809,7.095311672038662,93946.86796800002,94121.8156371745,94252.72153867259,94333.82648862567,716.3424650534961,215.10000000000582,394.3999999999942,154.6999999999971,24.59999999999127,0.002298359078518386,-0.006396534256853381,0.0051467377141828745,-361.815637174499,-492.7215386725875,0.06529296536015124,0.7969828199806697
2025-01-01 06:00:00,93760.0,93760.0,93533.3,93734.2,1970.927,1735714799999,184556536.1959,38487,1024.494,95935931.5495,0,15.51177530929283,11.543150383944194,9.181478777310161,6.509496913877811,10.147327858003033,8.103983628232896,93904.33437440002,94084.8998622055,94232.38736068543,94327.86005590303,651.0568030463629,-25.80000000000291,226.6999999999971,0.0,200.89999999999418,-0.0002751706484641625,0.0015621660896696365,0.003393474679199097,-350.6998622054962,-498.1873606854351,0.06509496913877812,0.6678977993799267
2025-01-01 07:00:00,93734.2,93785.4,93627.7,93660.7,1157.915,1735718399999,108499617.9432,28635,522.894,48997752.6578,0,15.009584382215024,11.308544748699703,9.04742615412728,6.449494530113498,11.48962317780383,9.151187663791447,93855.60749952002,94044.49987532878,94209.96824850168,94321.22164738658,585.2758959735141,-73.5,157.6999999999971,51.19999999999709,33.0,-0.0007841321524054701,-0.004291740552217371,0.002096780619073373,-383.79987532878295,-549.2682485016849,0.06449494530113498,0.42464045248431526
2025-01-01 08:00:00,93660.7,93735.2,93258.8,93398.2,3525.325,1735721999999,329481802.5496,64165,1403.589,131192525.441,0,13.180763621241496,10.442293456364368,8.551945107906008,6.228672092822592,11.097996196336089,8.926950013114483,93764.12599961602,93982.94750624985,94178.13419954084,94312.03735238772,570.7591098437115,-262.5,476.3999999999942,74.5,139.39999999999418,-0.002802669636250865,-0.004389723910030896,0.002118730938400445,-584.7475062498561,-779.9341995408467,0.06228672092822592,1.2520971433625019
2025-01-01 09:00:00,93398.2,93462.9,92796.5,93382.1,8669.812,1735725599999,807428891.859,141598,3928.791,365976490.2701,0,13.063613267047018,10.386524062866698,8.520146863825772,6.2146176644316995,10.712454089310256,8.70650604195302,93687.72079969282,93925.72393422606,94146.91717210787,94302.78424440377,583.5112285312159,-16.09999999999127,666.3999999999942,64.69999999999709,585.6000000000058,-0.00017238019576382158,-0.0017414078785610299,0.001820369047041988,-543.6239342260524,-764.8171721078688,0.06214617664431699,2.5492220014449436
