open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore,rsi_6,rsi_8,rsi_10,rsi_14,rsi_8_ma3,rsi_10_ma3,ema_9,ema_20,ema_50,ema_200,atr_14,candle_body,candle_range,upper_wick,lower_wick,return_1,return_5,volatility_5,distance_to_ema_20,distance_to_ema_50,rsi_position,volume_anomaly
2025-01-16 00:00:00,100460.0,100850.0,99612.0,99831.5,11922.533,1736989199999,1194404375.5605,260939,5539.867,555135562.3488,0,50.0,50.0,50.0,50.0,50.0,50.0,99831.5,99831.5,99831.5,99831.5,1238.0,-628.5,1238.0,390.0,219.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0
2025-01-16 01:00:00,99831.5,100166.8,99773.7,100046.1,3817.662,1736992799999,381670034.0267,106383,2076.593,207610390.5337,0,50.0,50.0,50.0,50.0,50.0,50.0,99874.42000000001,99851.93809523809,99839.91568627451,99833.63532338309,1125.3466666666675,214.60000000000582,393.1000000000058,120.69999999999709,57.80000000000291,0.002149622113260863,0.0,0.0015200123732753128,194.16190476191696,206.18431372549094,0.5,0.4850844605165311
2025-01-16 02:00:00,100046.1,100085.9,99430.1,99595.0,4773.259,1736996399999,475830007.9925,102134,2057.328,205040795.6282,0,70.4022045797523,76.9057492448679,81.06610703043044,86.08102687525087,58.96858308162263,60.35536901014348,99818.53600000002,99827.46780045351,99830.31114955786,99831.26084255341,1062.7404444444435,-451.1000000000058,655.7999999999884,39.79999999998836,164.89999999999418,-0.004508921387240572,0.0,0.0033982213203921216,-232.46780045350897,-235.31114955786325,0.8608102687525087,0.6980675706782487
2025-01-16 03:00:00,99594.9,99810.2,99106.8,99438.8,7780.85,1736999999999,773594592.7235,125189,3710.066,368899831.724,0,62.69207847903114,70.46580042485658,75.561737920842,81.83354581044068,65.79051655657483,68.87594831709082,99742.58880000003,99790.45181945793,99814.95777114383,99827.35575954293,1014.8283851851836,-156.09999999999127,703.3999999999942,215.3000000000029,332.0,-0.0015683518248907902,0.0,0.002802044727465948,-351.65181945792574,-376.15777114382945,0.8183354581044068,1.0999881813668222
2025-01-16 04:00:00,99438.9,99662.0,99438.8,99573.1,2158.206,1737003599999,214881350.3871,61397,1073.681,106906498.3273,0,66.47964336784776,72.71120640472172,77.0503990329776,82.62727372771121,73.36091869148207,77.89274799475002,99708.69104000003,99769.75164617621,99805.4731526676,99824.82585148778,909.2779338271588,134.20000000001164,223.1999999999971,88.89999999999418,0.09999999999126885,0.001350579451883993,0.0,0.0026413434060097492,-196.65164617620758,-232.37315266759833,0.8262727372771121,0.35435601203316247
2025-01-16 05:00:00,99573.0,99582.9,99313.5,99345.1,2862.947,1737007199999,284653517.4374,58380,1276.954,126964919.4632,0,55.08648423865917,63.36435254269147,69.10933718825972,76.51514606016895,68.8471197907566,73.90715804735977,99635.97283200004,99729.30863225466,99787.41930354339,99820.0524599307,823.9608759835369,-227.89999999999418,269.3999999999942,9.89999999999418,31.60000000000582,-0.0022897750496870817,-0.004872209673299488,0.002726759525196989,-384.2086322546529,-442.31930354337965,0.7651514606016895,0.5156069748645501
2025-01-16 06:00:00,99345.1,99869.2,99284.2,99749.0,5235.927,1737010799999,521571829.8538,83055,2939.225,292746973.4164,0,67.0797783721271,70.92991688000738,74.31902491743928,79.41949451488561,69.00182527580687,73.49292037955887,99658.57826560004,99731.18400061136,99785.91266418876,99819.34547027964,792.0994258523987,403.8999999999942,585.0,120.19999999999709,60.90000000000873,0.004065625783254534,-0.002969631000109052,0.00334084765638967,17.815999388636556,-36.912664188756025,0.7941949451488561,0.950717852308493
2025-01-16 07:00:00,99749.0,99800.0,99595.7,99756.5,2295.763,1737014399999,228868508.1433,51991,1167.136,116354888.687,0,67.27450097515617,71.05675914064304,74.40807459011184,79.47026558085146,68.4503428544473,72.61214556527027,99678.16261248004,99733.5950481722,99784.75922637743,99818.72014221716,713.7261690720792,7.5,204.3000000000029,43.5,153.3000000000029,7.518872369649543e-05,0.0016215673477584236,0.0025262777044789925,22.904951827804325,-28.259226377427694,0.7947026558085146,0.44963003168862686
2025-01-16 08:00:00,99756.5,99787.8,98557.8,98910.0,14420.235,1737017999999,1428492897.4904,202717,6410.031,634965035.045,0,37.351367567964736,45.46679461523392,51.857573411226056,61.13781443924362,62.48449021196145,66.86155763959239,99524.53008998404,99655.15742453675,99750.45494299008,99809.67815075233,782.5626798624686,-846.5,1230.0,31.30000000000291,352.1999999999971,-0.008485662588402776,-0.005317843739063632,0.004744058047468955,-745.1574245367519,-840.4549429900799,0.6113781443924362,2.3482587794732166
2025-01-16 09:00:00,98909.9,99278.1,98590.0,99106.1,8831.353,1737021599999,873582961.8604,145851,4825.369,477395757.404,0,44.24534127837128,50.21376129613885,55.3413466338202,63.252652798819156,55.579105017338605,60.53566487838603,99440.84407198723,99602.86624124754,99725.18612169634,99802.6773731329,769.9676558808069,196.20000000001164,688.1000000000058,172.0,319.8999999999942,0.001982610453947986,-0.00469002170264865,0.00483184761551878,-496.7662412475329,-619.0861216963385,0.6325265279881915,1.377773367914359
