open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore,rsi_6,rsi_8,rsi_10,rsi_14,rsi_8_ma3,rsi_10_ma3,ema_9,ema_20,ema_50,ema_200,atr_14,candle_body,candle_range,upper_wick,lower_wick,return_1,return_5,volatility_5,distance_to_ema_20,distance_to_ema_50,rsi_position,volume_anomaly
2025-01-19 00:00:00,104524.3,104524.4,104080.0,104090.7,3116.525,1737248399999,325047286.5414,81336,1215.917,126820936.3602,0,50.0,50.0,50.0,50.0,50.0,50.0,104090.7,104090.7,104090.7,104090.7,444.3999999999942,-433.6000000000058,444.3999999999942,0.09999999999126885,10.69999999999709,0.0,0.0,0.0,0.0,0.0,0.5,1.0
2025-01-19 01:00:00,104090.6,104660.3,103980.0,104452.5,3886.654,1737251999999,405634526.8349,88886,2141.287,223510925.8559,0,50.0,50.0,50.0,50.0,50.0,50.0,104163.06,104125.15714285715,104104.88823529411,104094.3,475.8533333333287,361.8999999999942,680.3000000000029,207.8000000000029,110.60000000000582,0.003475814842248237,0.0,0.0024577722451025784,327.34285714285215,347.61176470588543,0.5,1.1099684871684703
2025-01-19 02:00:00,104452.5,105439.0,104452.4,104848.1,8666.157,1737255599999,910142509.3886,160483,4687.737,492291427.8313,0,50.0,50.0,50.0,50.0,50.0,50.0,104300.068,104194.00884353742,104134.03379469435,104101.80049751245,543.9528888888857,395.6000000000058,986.6000000000058,590.8999999999942,0.10000000000582077,0.0037873674636796917,0.0,0.002102478939983842,654.0911564625858,714.0662053056585,0.5,1.6591941738947966
2025-01-19 03:00:00,104848.1,105163.2,104511.7,104958.3,5141.517,1737259199999,538945184.3257,105853,2816.289,295287331.7682,0,50.0,50.0,50.0,50.0,50.0,50.0,104431.71440000001,104266.79847748624,104166.3579596083,104110.3228806218,558.292503703701,110.19999999999709,651.5,204.89999999999418,336.40000000000873,0.0010510443203071151,0.0,0.0018482914802310073,691.5015225137613,791.9420403917029,0.5,0.9882376277416404
2025-01-19 04:00:00,104958.2,105249.1,104637.1,105013.9,6023.633,1737262799999,632228032.8509,142068,3217.672,337747329.0376,0,50.0,50.0,50.0,50.0,50.0,50.0,104548.15152000001,104337.95100343993,104199.59490236876,104119.31369773005,565.4535032098742,55.69999999999709,612.0,235.20000000001164,321.09999999999127,0.000529734189673281,0.0,0.0017441061474883749,675.948996560066,814.305097631237,0.5,1.1223678739365457
2025-01-19 05:00:00,105013.9,105110.1,104214.6,105095.2,6435.319,1737266399999,673720020.7804,133922,3128.918,327579900.0868,0,50.0,50.0,50.0,50.0,50.0,50.0,104657.56121600003,104410.06995549327,104234.71667090332,104129.02400919543,609.459702781891,81.30000000000291,895.5,14.900000000008731,799.2999999999884,0.00077418322717282,0.009650237725368438,0.0015738785134211909,685.1300445067318,860.4833290966781,0.5,1.1605692909832206
2025-01-19 06:00:00,105095.3,105629.4,105002.0,105554.0,6351.686,1737269999999,668746144.7697,110302,3258.04,343087483.9779,0,50.0,50.0,50.0,50.0,50.0,50.0,104836.84897280003,104519.01567401772,104286.45327204437,104143.20287477558,611.8517424109714,458.6999999999971,627.3999999999942,75.39999999999418,93.30000000000291,0.004365565696625495,0.010545463248845088,0.0018237199117107246,1034.984325982281,1267.5467279556324,0.5,1.122163777228878
2025-01-19 07:00:00,105554.0,105580.7,104931.8,105151.8,5778.562,1737273599999,608097923.446,116121,2337.963,245988963.533,0,77.80709828055845,83.71422641646983,87.23239050014163,91.15057679531455,61.238075472156616,62.410796833380545,104899.83917824003,104579.2808479208,104320.38843784656,104153.23866706638,616.7915100895077,-402.1999999999971,648.8999999999942,26.69999999999709,220.0,-0.003810371942323365,0.0028965713255653114,0.0029098096732305023,572.5191520791996,831.4115621534438,0.9115057679531455,1.0182476218695162
2025-01-19 08:00:00,105151.8,105160.4,104310.7,104414.4,9512.805,1737277199999,995576848.2059,176100,4280.465,447925142.3285,0,52.2803739523033,62.41549175491124,69.22696329552791,77.5929684962207,65.37657272379369,68.81978459855651,104802.75134259203,104563.57791002358,104324.07516577415,104155.83728729459,647.8459754109064,-737.4000000000087,849.6999999999971,8.599999999991269,103.69999999999709,-0.007012718755171177,-0.005182058017326963,0.004425024471244558,-149.17791002358717,90.32483422584482,0.775929684962207,1.5591110737670948
2025-01-19 09:00:00,104413.4,105458.4,103458.6,105290.8,19384.248,1737280799999,2022999200.6397,360246,10222.889,1067034963.8576,0,67.49130712593579,72.06812503087549,75.81824888475317,81.17647734454069,72.73261440075218,77.4258675601409,104900.36107407363,104632.83715668801,104361.98594358693,104167.13044861505,828.106512022784,877.4000000000087,1999.7999999999884,167.59999999999127,954.7999999999884,0.008393478294181689,0.002636793795869119,0.006171227432240061,657.9628433119942,928.8140564130736,0.8117647734454069,2.6090179071039454
2025-01-19 10:00:00,105290.9,105306.0,104384.6,104818.7,10026.226,1737284399999,1050964046.3426,197797,4862.637,509743433.1712,0,55.96064127451301,62.229061511962186,67.202828929931,74.28457501079727,65.57089276591631,70.74934703673736,104884.02885925892,104650.53837986059,104379.8962987404,104173.61372773332,840.5456437530787,-472.1999999999971,921.3999999999942,15.10000000000582,434.09999999999127,-0.004483772561325483,-0.0026309479405338676,0.006557662315597512,168.1616201394063,438.80370125960326,0.7428457501079727,1.3079237191433566
2025-01-19 11:00:00,104818.8,105349.9,104174.5,104353.8,9301.956,1737287999999,974795303.1792,202579,4503.562,472083586.6887,0,46.560561336327744,53.941098235131975,59.77129593132859,68.14869723089437,62.746094925989894,67.59745791533759,104777.98308740713,104622.27758177862,104378.87291447607,104175.40662596484,885.1928912526674,-465.0,1175.3999999999942,531.0999999999913,179.3000000000029,-0.004435277293078355,-0.011370483354491534,0.006086154586295048,-268.47758177861397,-25.072914476069855,0.6814869723089437,1.1922363539218166
2025-01-19 12:00:00,104353.8,105021.0,104285.7,104930.1,7425.982,1737291599999,777117815.3333,159613,3595.116,376231832.1876,0,57.244102170672356,61.25219727434397,65.08874012987509,71.31207429557122,59.14078567381271,64.0209549970449,104808.40646992571,104651.5940025616,104400.48966292798,104182.91601277117,865.2071724189789,576.3000000000029,735.3000000000029,90.89999999999418,68.10000000000582,0.00552255883350683,-0.002108380455684067,0.006875511338263343,278.50599743840576,529.610337072023,0.7131207429557123,0.9553345148457807
