open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1736985600000,100460.00,100850.00,99612.00,99831.50,11922.533,1736989199999,1194404375.56050,260939,5539.867,555135562.34880,0
1736989200000,99831.50,100166.80,99773.70,100046.10,3817.662,1736992799999,381670034.02670,106383,2076.593,207610390.53370,0
1736992800000,100046.10,100085.90,99430.10,99595.00,4773.259,1736996399999,475830007.99250,102134,2057.328,205040795.62820,0
1736996400000,99594.90,99810.20,99106.80,99438.80,7780.850,1736999999999,773594592.72350,125189,3710.066,368899831.72400,0
1737000000000,99438.90,99662.00,99438.80,99573.10,2158.206,1737003599999,214881350.38710,61397,1073.681,106906498.32730,0
1737003600000,99573.00,99582.90,99313.50,99345.10,2862.947,1737007199999,284653517.43740,58380,1276.954,126964919.46320,0
1737007200000,99345.10,99869.20,99284.20,99749.00,5235.927,1737010799999,521571829.85380,83055,2939.225,292746973.41640,0
1737010800000,99749.00,99800.00,99595.70,99756.50,2295.763,1737014399999,228868508.14330,51991,1167.136,116354888.68700,0
1737014400000,99756.50,99787.80,98557.80,98910.00,14420.235,1737017999999,1428492897.49040,202717,6410.031,634965035.04500,0
1737018000000,98909.90,99278.10,98590.00,99106.10,8831.353,1737021599999,873582961.86040,145851,4825.369,477395757.40400,0
1737021600000,99106.10,99371.80,99066.50,99165.00,3780.115,1737025199999,375129573.69620,73258,1762.874,174938495.76990,0
1737025200000,99165.10,99300.10,98680.10,99107.10,7544.238,1737028799999,746955059.53010,140777,3706.792,367078657.98440,0
1737028800000,99107.10,99479.70,98840.00,99335.90,7463.385,1737032399999,740667684.66360,141956,3364.221,333867441.00250,0
1737032400000,99336.00,99384.60,98700.00,99030.70,9893.662,1737035999999,979884432.00660,207478,4644.715,460041894.61800,0
1737036000000,99030.70,99362.20,97452.70,97586.70,26841.318,1737039599999,2634279916.46120,409377,13253.553,1300660843.65270,0
1737039600000,97586.70,99274.50,97293.60,99258.30,23807.198,1737043199999,2336339796.78560,413136,13080.945,1284070946.07280,0
1737043200000,99258.20,99847.10,99023.90,99306.00,19321.936,1737046799999,1921367607.40780,335345,9362.896,931091769.04040,0
1737046800000,99305.90,100324.00,99137.00,99775.30,12597.357,1737050399999,1257254926.48120,230717,6414.280,640025053.08730,0
1737050400000,99775.40,100016.40,99202.20,99524.50,6389.135,1737053999999,635932003.21310,139613,3111.382,309645007.88930,0
1737054000000,99524.50,100426.00,99350.00,100382.00,8668.806,1737057599999,866655563.61240,136192,4782.173,478232878.27210,0
1737057600000,100382.00,100599.80,100220.40,100305.40,8442.973,1737061199999,847986057.87710,179323,3890.081,390754120.90390,0
1737061200000,100305.30,100337.70,99655.30,100101.20,7949.494,1737064799999,794800803.36350,132025,3764.116,376381364.05710,0
1737064800000,100101.10,100101.20,99326.30,99780.60,5430.876,1737068399999,541079351.44640,90134,2638.233,262804201.87950,0
1737068400000,99780.60,100064.80,99682.00,99937.40,4573.292,1737071999999,456811734.05230,85382,2079.443,207720375.99570,0
