open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1736208000000,102180.50,102762.10,101890.30,102004.70,8901.098,1736211599999,910248321.64170,167234,4843.392,495465777.89920,0
1736211600000,102004.60,102028.20,101646.20,101873.90,3960.943,1736215199999,403358353.65570,91195,1934.490,196991901.35510,0
1736215200000,101873.90,101979.90,101608.50,101627.70,2225.270,1736218799999,226520300.43090,58600,973.869,99136075.39930,0
1736218800000,101627.70,101785.70,101459.40,101661.30,3037.024,1736222399999,308667349.28920,70786,1691.138,171887983.42440,0
1736222400000,101661.40,101885.00,101610.40,101610.70,1978.308,1736225999999,201329415.63900,46549,970.775,98804474.21340,0
1736226000000,101610.80,101749.00,101528.80,101698.80,2940.368,1736229599999,298900569.48490,48732,1159.159,117837130.23480,0
1736229600000,101698.80,101857.90,101596.40,101771.00,1821.642,1736233199999,185356106.08810,43886,975.124,99223879.94970,0
1736233200000,101771.10,101986.10,101600.90,101649.30,2847.376,1736236799999,289804026.47850,57828,1369.890,139442663.01760,0
1736236800000,101649.30,101973.10,101580.00,101862.00,3170.205,1736240399999,322627872.07700,71451,1642.533,167160527.27440,0
1736240400000,101862.10,101888.70,101600.10,101682.60,2376.418,1736243999999,241707800.42740,53147,1167.075,118699255.04690,0
1736244000000,101682.70,101682.70,101333.00,101366.90,5575.765,1736247599999,565713694.26440,92586,2269.891,230288547.49480,0
1736247600000,101366.80,101430.80,100435.40,100787.00,16121.918,1736251199999,1625923738.78110,241385,7277.699,733840856.21890,0
1736251200000,100787.00,100907.60,100580.00,100712.30,5999.358,1736254799999,604510392.69310,117667,2957.688,298019510.34090,0
1736254800000,100712.40,100914.20,100558.40,100590.00,4533.964,1736258399999,456695098.02010,93480,2291.357,230827638.28190,0
1736258400000,100590.10,100833.10,99702.00,99945.30,19328.557,1736261999999,1939247243.93320,320131,9005.296,903840058.20250,0
1736262000000,99945.30,100114.50,97100.00,97915.30,72710.750,1736265599999,7159823173.19380,1023902,34694.068,3416658468.83940,0
1736265600000,97915.40,98307.90,97529.10,97706.30,17474.518,1736269199999,1710731925.10220,354393,8919.394,873280079.04590,0
1736269200000,97706.40,97775.00,96530.80,97250.90,24988.588,1736272799999,2428113468.97970,383163,11533.114,1121007079.47110,0
1736272800000,97250.80,97514.70,96579.00,96729.20,13023.463,1736276399999,1263640742.10650,248427,6363.924,617490414.39460,0
1736276400000,96729.10,97170.00,96295.90,96433.30,12948.291,1736279999999,1251983479.68240,232867,6165.052,596293287.41710,0
1736280000000,96433.30,96849.50,96153.00,96504.80,14468.548,1736283599999,1395142590.62460,275779,7131.735,687777817.71560,0
1736283600000,96504.70,97074.30,96358.70,96475.70,8239.740,1736287199999,797017622.04990,159847,4105.095,397074981.54700,0
1736287200000,96475.70,97185.80,96377.50,97128.80,4904.630,1736290799999,475222557.32700,107430,2346.359,227333029.77230,0
1736290800000,97128.80,97137.00,96758.70,96920.30,5134.567,1736294399999,497715281.25760,108568,2414.046,233998258.31160,0
