open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1737158400000,104042.60,104620.00,104036.20,104615.70,4016.138,1737161999999,419010770.46020,86004,2370.972,247370777.87010,0
1737162000000,104615.70,104615.70,104055.00,104227.80,3526.141,1737165599999,367830571.70940,80226,1534.549,160065897.09950,0
1737165600000,104227.70,104461.50,104205.70,104289.80,1946.369,1737169199999,203100381.85840,52845,1142.198,119185515.60420,0
1737169200000,104289.80,104432.40,103001.10,103531.10,12352.026,1737172799999,1280387805.12060,221979,5716.561,592696004.08670,0
1737172800000,103531.20,103676.10,102620.10,103561.40,12188.929,1737176399999,1257630908.75960,207552,6069.062,626177548.27760,0
1737176400000,103561.30,103746.70,102769.20,102778.70,8402.875,1737179999999,868527177.62260,172391,3715.904,384338181.08490,0
1737180000000,102778.60,103600.50,102770.00,103400.00,8819.548,1737183599999,910616068.41140,162182,4829.361,498621929.61170,0
1737183600000,103400.00,103459.70,102561.00,102781.00,8450.655,1737187199999,869744190.81400,141963,3512.522,361553320.77170,0
1737187200000,102781.10,103317.60,102242.80,103242.00,12672.853,1737190799999,1302467968.82090,201463,6384.350,656341839.67670,0
1737190800000,103242.00,103426.00,103011.80,103129.50,5288.885,1737194399999,545899958.04240,110604,2430.698,250928970.03260,0
1737194400000,103129.60,103266.20,102800.10,103145.80,6753.842,1737197999999,695862351.77250,136187,3493.541,359982631.16200,0
1737198000000,103145.80,103855.00,102904.00,103547.00,7222.083,1737201599999,746877514.20680,136247,3851.927,398459147.08660,0
1737201600000,103547.00,104008.30,103338.80,103407.50,6108.416,1737205199999,632932388.12670,122714,3133.983,324818816.94480,0
1737205200000,103407.50,104386.30,103086.50,104327.40,7949.155,1737208799999,824837831.86550,148794,4543.058,471600403.40260,0
1737208800000,104327.30,104542.10,103659.90,103947.20,9876.543,1737212399999,1028138193.38990,167201,4448.547,463156768.53750,0
1737212400000,103947.20,104962.10,103720.00,104517.10,9046.435,1737215999999,945145308.78790,190692,4997.448,522145601.35640,0
1737216000000,104517.10,104681.70,103110.00,103209.00,15169.185,1737219599999,1574688096.12280,281399,6546.768,679844630.47440,0
1737219600000,103209.00,104187.00,103208.90,103784.00,7546.934,1737223199999,783507823.15950,150884,3899.903,404851186.43160,0
1737223200000,103784.00,104368.50,103742.80,104044.70,4588.301,1737226799999,477422839.65500,113969,2193.452,228256615.09160,0
1737226800000,104044.70,104461.50,104039.60,104349.90,2950.927,1737230399999,307620632.13740,83629,1478.255,154091095.23700,0
1737230400000,104349.90,104469.00,103750.00,104000.00,4431.267,1737233999999,460938399.58180,107109,2296.353,238862961.02220,0
1737234000000,104000.00,104245.60,103855.00,103857.60,2557.827,1737237599999,266131215.82610,80948,1201.367,125019146.63090,0
1737237600000,103857.60,104284.00,103833.30,104264.10,1429.572,1737241199999,148825892.42790,47643,699.140,72777328.38000,0
1737241200000,104264.10,104744.30,104264.10,104524.30,4645.186,1737244799999,485422211.09560,103693,2348.704,245463486.11500,0
