open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1737072000000,99937.40,100409.00,99902.00,100087.40,4190.877,1737075599999,419721786.53670,93550,2167.334,217075520.12700,0
1737075600000,100087.40,101844.40,99986.40,101636.20,20622.352,1737079199999,2085409512.45090,314529,12008.192,1214040620.44170,0
1737079200000,101636.30,102133.70,100725.80,101057.80,16202.080,1737082799999,1644954207.02760,266490,7911.689,803560706.05480,0
1737082800000,101057.80,101228.00,100890.30,101005.10,4058.714,1737086399999,410117603.12640,97453,2108.643,213079846.61600,0
1737086400000,101005.20,101448.80,100900.00,101424.90,4438.087,1737089999999,448811902.49340,90545,2063.363,208726481.78710,0
1737090000000,101425.00,101733.70,101222.70,101299.00,5581.598,1737093599999,566523813.35420,106869,2530.998,256929513.82620,0
1737093600000,101299.10,101560.00,101260.00,101374.00,2213.435,1737097199999,224458829.93380,57157,1119.671,113550438.26420,0
1737097200000,101374.00,101845.60,101356.10,101406.90,4732.976,1737100799999,480687639.73360,96679,2561.597,260198286.27230,0
1737100800000,101406.90,102186.90,101400.00,102091.90,10806.559,1737104399999,1100766257.45920,163838,6020.958,613327346.19570,0
1737104400000,102092.00,102249.90,101676.30,101800.60,7161.791,1737107999999,730325226.20870,135703,3240.781,330491245.05540,0
1737108000000,101800.60,102568.80,101737.70,102289.00,8912.743,1737111599999,910978940.38830,152968,5065.424,517785652.84290,0
1737111600000,102288.90,102411.90,102047.30,102181.60,3423.235,1737115199999,349985986.59650,81533,1653.323,169031867.62690,0
1737115200000,102181.60,102931.80,102137.10,102701.90,9757.465,1737118799999,1001297691.46370,171023,5129.398,526439491.52070,0
1737118800000,102702.00,102943.20,102349.70,102419.60,8947.369,1737122399999,918099586.38340,157775,4196.213,430613082.58900,0
1737122400000,102419.60,103322.00,102207.60,103322.00,20562.432,1737125999999,2114046789.74820,350503,10922.677,1123359554.02160,0
1737126000000,103321.90,104198.90,103221.00,103946.20,29194.828,1737129599999,3030546496.51580,502232,15211.566,1578972049.79170,0
1737129600000,103946.30,104970.10,103772.60,104923.90,20276.725,1737133199999,2119335652.12820,347219,11236.355,1174388751.61050,0
1737133200000,104923.90,105268.50,103964.70,104079.40,17786.650,1737136799999,1860795944.60850,306377,8374.391,876484748.45460,0
1737136800000,104079.50,104900.40,103972.80,104781.10,8019.785,1737140399999,838161025.26960,171898,4120.228,430626992.31440,0
1737140400000,104781.00,105784.00,104621.30,105770.90,13690.948,1737143999999,1442486535.31390,253044,7494.833,789788442.43070,0
1737144000000,105771.00,105783.90,104500.00,104654.50,14006.583,1737147599999,1472665409.30270,259860,7328.891,770463373.96880,0
1737147600000,104654.40,105004.20,104410.00,104568.80,7169.898,1737151199999,750746399.56590,141654,3544.946,371217575.55740,0
1737151200000,104568.80,104655.20,104150.00,104370.90,4491.898,1737154799999,469037767.31930,97607,2012.486,210161039.54550,0
1737154800000,104370.90,104491.10,104024.80,104042.50,3200.941,1737158399999,333760357.46160,72890,1481.316,154481901.79710,0
