open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1735776000000,94580.90,95369.40,94357.40,95112.20,9868.473,1735779599999,936951940.31830,183113,4593.998,436275929.43420,0
1735779600000,95112.20,95523.50,94698.70,94846.70,6455.116,1735783199999,614028854.13580,131386,3199.713,304434145.34430,0
1735783200000,94846.60,95222.80,94786.80,95222.70,3931.154,1735786799999,373520632.36460,84010,2032.643,193156592.23090,0
1735786800000,95222.80,95289.50,94900.00,95000.00,2543.974,1735790399999,241814711.41760,55097,1169.708,111164271.62410,0
1735790400000,95000.00,96031.40,94971.30,95698.70,9450.259,1735793999999,903551010.50170,161544,5242.223,501265948.30730,0
1735794000000,95698.70,95794.00,95380.00,95579.50,4304.610,1735797599999,411494636.21960,92005,2105.128,201232715.96030,0
1735797600000,95579.60,95691.20,95326.90,95569.00,2762.217,1735801199999,263754842.08580,64798,1300.136,124157388.10180,0
1735801200000,95569.10,95897.40,95493.20,95815.30,3623.189,1735804799999,346967196.63270,65647,1747.719,167356296.04620,0
1735804800000,95815.40,96204.20,95612.50,96125.30,6135.686,1735808399999,588618322.97210,106507,2976.616,285568518.41750,0
1735808400000,96125.20,96800.00,96012.00,96722.00,8406.161,1735811999999,810340166.21600,157266,4637.278,447104673.51680,0
1735812000000,96721.90,96794.20,96515.00,96693.90,5842.919,1735815599999,564641054.00500,118118,2376.817,229715011.96950,0
1735815600000,96693.90,96870.90,96438.40,96715.40,4864.523,1735819199999,470164197.62710,93003,2247.804,217257593.14740,0
1735819200000,96715.40,96888.60,96575.20,96829.90,5272.205,1735822799999,510024528.96870,95782,2592.825,250851502.86990,0
1735822800000,96830.00,96991.80,96403.90,96426.10,6788.169,1735826399999,656090432.87610,114485,3329.538,321815607.36380,0
1735826400000,96426.00,97440.00,95910.80,97216.30,26301.626,1735829999999,2543005228.67040,438583,13411.914,1297239911.54630,0
1735830000000,97216.70,97295.20,96112.40,96428.50,14355.632,1735833599999,1387223636.14670,329446,6714.246,648754900.41840,0
1735833600000,96428.50,97650.00,96018.70,97195.50,17340.669,1735837199999,1683981125.30990,286041,9541.198,926598422.50440,0
1735837200000,97195.50,97603.20,96300.00,96734.40,12161.399,1735840799999,1177870222.46480,238571,6224.589,602990731.71820,0
1735840800000,96734.40,97338.50,96372.50,97288.40,7153.047,1735844399999,693010804.97340,174479,3802.483,368386835.02770,0
1735844400000,97288.50,97777.00,97166.00,97292.70,7969.638,1735847999999,776647808.35490,152679,4083.763,398030522.53020,0
1735848000000,97292.70,97822.40,97250.00,97265.80,6730.277,1735851599999,656487241.96140,149072,3695.549,360442994.54840,0
1735851600000,97265.90,97324.80,97012.60,97180.00,3206.172,1735855199999,311508760.30390,67393,1783.986,173321584.63860,0
1735855200000,97180.00,97180.10,96642.70,96863.80,3587.248,1735858799999,347595337.06250,69414,1766.153,171133490.57170,0
1735858800000,96863.80,97057.00,96751.60,96967.50,2591.132,1735862399999,251080878.08560,57448,1093.991,106018495.22040,0
